channel,message,camembert label,camembert score
"Sevran
",neutral,0.5190938711166382
"Back to the Future
",positive,0.8353460431098938
"Je n'ai aucune peine
",neutral,0.5397132635116577
"j'te nique ta race
",neutral,0.5531491637229919
"Dans les veines j'n'ai que de la glace
",neutral,0.5958604216575623
"Je veux savoir c'que ça fait d'prendre leur place
",neutral,0.6662580966949463
"J'm'entraîne à sourire devant ma glace
",neutral,0.6170508861541748
"La capitale dans le barillet
",neutral,0.6034724116325378
"Tout arrive de Colombie 
",positive,0.753869354724884
"akhé
",positive,0.792327880859375
"Je rappe sale tellement avarié
",negative,0.9711475968360901
"Que même ces putains d'rats attrapent la diarrhée
",negative,0.7772876024246216
"J'encule Brandon et Dylan
",neutral,0.5684736371040344
"Si ces pédés crament au napalm 
",negative,0.7138734459877014
"j'veux la palme
",positive,0.7648780941963196
"J'm'en bats les couilles de qui rend l'âme
",negative,0.9333721995353699
"J'trempe mes cookies dans tes larmes
",positive,0.8624227643013
"Les singes viennent de sortir du zoo
",neutral,0.6285102367401123
"Armés comme à l'époque du clos
",positive,0.8014033436775208
"L'ange de la mort dans la peau
",positive,0.9113182425498962
"Ton cadavre derrière quelques plots
",negative,0.7984645366668701
"Le sang est plus épais que l'eau
",positive,0.809658944606781
"Armés comme à l'époque du Clos
",positive,0.744632363319397
"Traqué mais pas domestiqué
",positive,0.6930267214775085
"Ma vocation 
",neutral,0.6283910870552063
"te braquer et t'voir me l'astiquer
",neutral,0.5673335790634155
"J'te mets en location t'es maqué
",neutral,0.5182202458381653
"j'vais devoir te niquer
",negative,0.7821161150932312
"T'es en rotation
",neutral,0.6398191452026367
"t'es claqué
",positive,0.7217198014259338
"faudra m'expliquer
",neutral,0.5839629173278809
"du surplus de quelques barrettes
",negative,0.7376929521560669
"turfu
",positive,0.6924524307250977
"j'te la mets en plein tête
",positive,0.8273903131484985
"Ta mère la sale pute
",neutral,0.6301864981651306
"il est trop tard pour chahed
",negative,0.9093515276908875
"C'est pas parce que tu ne joues plus que le jeu s'arrête
",negative,0.911922037601471
"Ça sent la sueur au labo
",neutral,0.5852400660514832
"Cent plombs dans tous les bracos
",neutral,0.6180576682090759
"Viser en plein cœur tous ces raclos
",positive,0.7430433034896851
"Armés 
",positive,0.7978635430335999
"Jete baise 
",neutral,0.5415837168693542
"La chambre est assez grande pour plusieurs chiennes
",neutral,0.6486806869506836
"Le torse est assez large pour plusieurs chaînes
",neutral,0.5838764309883118
"Dans le monde des Blancs
",positive,0.7333555221557617
"les billets sont mauves
",neutral,0.5241424441337585
"Chez nous, l'animal dominant est un noir chauve
",positive,0.6799624562263489
"Quelques grammes par jour
",neutral,0.5284552574157715
"Les Hommes mentent mais pas les chiffres
",neutral,0.5237199664115906
"Le nom d'un mort tatoué sur la peau
",positive,0.6973265409469604
"J'suis le fruit de tes entrailles
",positive,0.8470025658607483
"j'témoigne sur un champ de ruines
",negative,0.9326210618019104
"Comme un épouvantail, qui éloigne les anges du dîn
",negative,0.797746479511261
"Mama
",positive,0.6829584836959839
"je vis pas je meurs pas
",neutral,0.6010807156562805
"s'il te plaît prie pour moi
",positive,0.8454102873802185
"ne pleure pas
",neutral,0.6004961729049683
"J'passe beaucoup de temps sur un grand nombre de petites choses
",neutral,0.577974259853363
" et tu vois qu'les heures passent
",neutral,0.504892110824585
"Tu m'as dit : ""Reste près de la cour""
",positive,0.6798653602600098
"avant de racailler
",neutral,0.5140097141265869
"tu vas finir dans un four à détailler de la CC
",negative,0.9298719167709351
"Moi j'n'ai jamais écouté l'prof
",negative,0.8732131123542786
"moi, j'n'ai jamais fait mes devoirs
",negative,0.778739333152771
"et si la police me coffre
",neutral,0.6594634652137756
"c'est que t'as eu un bébé noir
",neutral,0.655845582485199
"Et j'ai juré d'être hardcore
",positive,0.7480188012123108
"jusqu'à ma mort
",positive,0.7779182195663452
"Tu m'as dit Petit tu as tort
",neutral,0.6126487255096436
"le monde est rempli de choses que tu ignores
",positive,0.7446927428245544
"Très souvent les armes y sont, mais le tueur n'y est pas
",negative,0.864682674407959
"Je n'ai que ma famille
",neutral,0.5833959579467773
"pas d'amis
",negative,0.7165905833244324
"Des ennemis
",neutral,0.5032045245170593
"Les cicatrices m'ont ouvert l'âme
",positive,0.9733356237411499
"Je n'ai pas d'attache
",negative,0.9759703874588013
"Entre le ciel et les flammes
",positive,0.7128851413726807
"mes démons jouent à cache-cache
",neutral,0.6398653984069824
"Si j'devais choisir entre tout ce biff et toutes ces bitchs
",negative,0.7316824197769165
"Je prendrais le gros chèque, parce que l'oseille est la plus bonne des schnecks
",neutral,0.6618195176124573
"Et j'suis fait d'or noir comme le pétrole
",neutral,0.6290410757064819
"les lumières de la ville sont mes lucioles
",positive,0.8445552587509155
"Sur tous les terrains comme le Patrol
",positive,0.8324910998344421
"peu m'importe tant qu'j'fais le pactole
",neutral,0.5542507767677307
"On s'étiole, dans les derniers degrés de l'alcool
",negative,0.9464206099510193
"rêvant de Cap Canaveral
",positive,0.7310829162597656
"De blanche de Panama avec mes rats dans l'Panamera
",neutral,0.6424838900566101
"Et j'n'sais faire que le bandit
",negative,0.6836694478988647
"à des années-lumières de Gandhi
",neutral,0.647225022315979
"J'suis dans ma sphère tandis, que l'univers grandit
",positive,0.8211002945899963
"J'écrase tous les remparts
",neutral,0.50888592004776
"sombre est ma vérité sans fard
",positive,0.9483643770217896
"Pas d'amis, dans cette chienne de vie
",neutral,0.5322268605232239
"Zongo
",positive,0.7411723732948303
"Tchoin
",neutral,0.5180436372756958
"La go 
",neutral,0.523995041847229
"c'est p't-être une fille bien
",positive,0.6833412647247314
"Tu t'assoies sur mes cuisses t'es sur pilotis
",neutral,0.6343201994895935
"Balle dans le chargeur
",negative,0.6729786992073059
"Faut que je fasse rentrer des gros lo-ki
",neutral,0.563959002494812
"J'ouvre une bouteille, le bouchon de liège saute
",neutral,0.5557027459144592
"Elle se retrouve dans l'œil du videur
",neutral,0.5144721269607544
"Ils se demandent si je prépare une sauce
",neutral,0.6455957889556885
"J't'emmène dans l'futur comme dans Les Visiteurs
",positive,0.8125944137573242
"Je traîne à coté de ton derche
",negative,0.9272649884223938
"Y'a un Pokemon Go-go-go
",positive,0.7452674508094788
"Panamera
",neutral,0.588260293006897
"Je t'éblouis comme un Kaméhaméha
",positive,0.9828025102615356
"Elle me fait un strip-tease intégral
",neutral,0.6546001434326172
"J'décolle comme à Cap Canaveral
",positive,0.9329115152359009
"J't'aurai même si tu fais ble3'
",neutral,0.6367844343185425
"Billets verts en plusieurs exemplaires
",positive,0.7292028665542603
"Mon succès sera ta chute
",neutral,0.531630277633667
"Qu'une chose à dire je dis pute
",neutral,0.6594582200050354
"Elle est venue avec moi pas avec toi
",negative,0.7442102432250977
"Tu paies sa conso'
",neutral,0.5063037872314453
"elle part avec moi
",positive,0.7947137951850891
"On est déblin 
",neutral,0.608361005783081
"tu débloques
",positive,0.7651132941246033
"J'te fais la danse du double fuck
",positive,0.688004732131958
"Y'a tellement de boules
",positive,0.7543516755104065
"dans le carré VIP
",positive,0.7654546499252319
"J'regarde le plus gros, j'suis habitué
",negative,0.872427225112915
"Elle me regarde, je la regarde
",positive,0.7454050183296204
"J'allume mon joint
",negative,0.6775639057159424
"j'suis fier de moi
",positive,0.8721349835395813
"Comme si j'allumais la flamme olympique
",neutral,0.5437821745872498
"Mauvais garçon cherche une fille bien
",negative,0.9301726818084717
"Mais bon garçon trouve que des tchoins
",neutral,0.5404694676399231
"Ton gars là c'est une grosse victime
",negative,0.8200362324714661
"Il tiendrait pas une seconde dans l'zoo
",negative,0.950744092464447
"Tout est falsch, il prend d'la créatine
",negative,0.9281203150749207
"Il a des putains d'boutons dans l'dos
",negative,0.782913863658905
"prends un dozo
",neutral,0.6381983160972595
"Tu sais qu'y a graille dans mon vaisseau
",neutral,0.651945948600769
"Il était temps 
",neutral,0.5015421509742737
"tu traces et t'arrêtes
",negative,0.7886075973510742
"tu n'as laissé que l'trône la crasse 
",negative,0.9839137196540833
"Je serai le numéro 1 
",positive,0.6789954900741577
"j'en fais le pari
",positive,0.9132078289985657
"je défonce le rap français
",positive,0.8311913013458252
"ta chatte est moite
",positive,0.708809494972229
"Je suis dans la cabine
",neutral,0.5355295538902283
"tu dois me féliciter
",positive,0.8427731990814209
"tu gaspilles de l'électricité
",negative,0.9427090287208557
"Beaucoup d'envie et de jalousie suscitées
",positive,0.7500043511390686
"le cul du mouvement que je dois ressusciter
",negative,0.7999703288078308
"Je dégaine plus vite
",neutral,0.6254818439483643
"je dois anticiper
",positive,0.6978929042816162
"ton règne est fini 
",negative,0.7902284264564514
